entry_id,competition_id,year,competition_name,award_level,title,group,school_level,poster_url,thumb_url,poster_local,has_download_note,detail_url
4890_jiaoan,5,114,114年教案徵件,特優,嘿AI來講咱e故鄉事-鹽水溪數位故事共創計畫,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2026-04-24-10-54-31.png,https://eliteracy.edu.tw/Figures/poster/thumb-2026-04-24-10-54-31.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\114\competition_5_jiaoan\4890_jiaoan_poster.jpg,False,https://eliteracy.edu.tw/Exhibition.aspx?id=4890
4890_jiaoan,5,114,114年教案徵件,優選,「練」愛方程式,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2026-04-24-10-54-31.png,https://eliteracy.edu.tw/Figures/poster/thumb-2026-04-24-10-54-31.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\114\competition_5_jiaoan\4890_jiaoan_poster.jpg,False,https://eliteracy.edu.tw/Exhibition.aspx?id=4890
4890_jiaoan,5,114,114年教案徵件,優選,spaziy(五峰)AI奇旅：從原理到實作的思辨之路,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2026-04-24-10-54-31.png,https://eliteracy.edu.tw/Figures/poster/thumb-2026-04-24-10-54-31.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\114\competition_5_jiaoan\4890_jiaoan_poster.jpg,False,https://eliteracy.edu.tw/Exhibition.aspx?id=4890
4890_jiaoan,5,114,114年教案徵件,優選,辨識與回應網路媒體中的微歧視語言-以原住民族刻板印象為例,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2026-04-24-10-54-31.png,https://eliteracy.edu.tw/Figures/poster/thumb-2026-04-24-10-54-31.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\114\competition_5_jiaoan\4890_jiaoan_poster.jpg,False,https://eliteracy.edu.tw/Exhibition.aspx?id=4890
4890_jiaoan,5,114,114年教案徵件,佳作,Netiquette：以禮織網、網行有儀,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2026-04-24-10-54-31.png,https://eliteracy.edu.tw/Figures/poster/thumb-2026-04-24-10-54-31.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\114\competition_5_jiaoan\4890_jiaoan_poster.jpg,False,https://eliteracy.edu.tw/Exhibition.aspx?id=4890
4890_jiaoan,5,114,114年教案徵件,佳作,打開數位的窗—在網路世界裡交朋友，也要有智慧,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2026-04-24-10-54-31.png,https://eliteracy.edu.tw/Figures/poster/thumb-2026-04-24-10-54-31.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\114\competition_5_jiaoan\4890_jiaoan_poster.jpg,False,https://eliteracy.edu.tw/Exhibition.aspx?id=4890
4890_jiaoan,5,114,114年教案徵件,佳作,用藥風雲：你敢信，還是敢查？,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2026-04-24-10-54-31.png,https://eliteracy.edu.tw/Figures/poster/thumb-2026-04-24-10-54-31.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\114\competition_5_jiaoan\4890_jiaoan_poster.jpg,False,https://eliteracy.edu.tw/Exhibition.aspx?id=4890
4890_jiaoan,5,114,114年教案徵件,佳作,速食資料的驗證實驗-氧氣的製造與檢驗,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2026-04-24-10-54-31.png,https://eliteracy.edu.tw/Figures/poster/thumb-2026-04-24-10-54-31.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\114\competition_5_jiaoan\4890_jiaoan_poster.jpg,False,https://eliteracy.edu.tw/Exhibition.aspx?id=4890
4890_jiaoan,5,114,114年教案徵件,佳作,短影迷蹤：揭開迷因與短影音背後的真相,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2026-04-24-10-54-31.png,https://eliteracy.edu.tw/Figures/poster/thumb-2026-04-24-10-54-31.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\114\competition_5_jiaoan\4890_jiaoan_poster.jpg,False,https://eliteracy.edu.tw/Exhibition.aspx?id=4890
4890_jiaoan,5,114,114年教案徵件,佳作,滑出陷阱：從限時套餐到偶像小帳，打造親師生共學的網路交易素養力,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2026-04-24-10-54-31.png,https://eliteracy.edu.tw/Figures/poster/thumb-2026-04-24-10-54-31.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\114\competition_5_jiaoan\4890_jiaoan_poster.jpg,False,https://eliteracy.edu.tw/Exhibition.aspx?id=4890
4890_jiaoan,5,114,114年教案徵件,佳作,解碼Deepfake：從識讀到創作,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2026-04-24-10-54-31.png,https://eliteracy.edu.tw/Figures/poster/thumb-2026-04-24-10-54-31.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\114\competition_5_jiaoan\4890_jiaoan_poster.jpg,False,https://eliteracy.edu.tw/Exhibition.aspx?id=4890
4747_jiaoan,6,113,113年教案作品,特優,擁有「識」網膜，踏上探尋真相的旅程,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2024-11-08-04-47-30.png,https://eliteracy.edu.tw/Figures/poster/thumb-2024-11-08-04-47-30.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\113\competition_6_jiaoan\4747_jiaoan_poster.jpg,False,https://eliteracy.edu.tw/Exhibition.aspx?id=4747
4747_jiaoan,6,113,113年教案作品,優選,戰勝網路這樣做,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2024-11-08-04-47-30.png,https://eliteracy.edu.tw/Figures/poster/thumb-2024-11-08-04-47-30.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\113\competition_6_jiaoan\4747_jiaoan_poster.jpg,False,https://eliteracy.edu.tw/Exhibition.aspx?id=4747
4747_jiaoan,6,113,113年教案作品,優選,練愛ING,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2024-11-08-04-47-30.png,https://eliteracy.edu.tw/Figures/poster/thumb-2024-11-08-04-47-30.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\113\competition_6_jiaoan\4747_jiaoan_poster.jpg,False,https://eliteracy.edu.tw/Exhibition.aspx?id=4747
4747_jiaoan,6,113,113年教案作品,優選,「社」會「群」緒知多少,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2024-11-08-04-47-30.png,https://eliteracy.edu.tw/Figures/poster/thumb-2024-11-08-04-47-30.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\113\competition_6_jiaoan\4747_jiaoan_poster.jpg,False,https://eliteracy.edu.tw/Exhibition.aspx?id=4747
4747_jiaoan,6,113,113年教案作品,優選,網路識讀 So Easy；好新聞 Follow Me,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2024-11-08-04-47-30.png,https://eliteracy.edu.tw/Figures/poster/thumb-2024-11-08-04-47-30.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\113\competition_6_jiaoan\4747_jiaoan_poster.jpg,False,https://eliteracy.edu.tw/Exhibition.aspx?id=4747
4747_jiaoan,6,113,113年教案作品,佳作,網路好公民,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2024-11-08-04-47-30.png,https://eliteracy.edu.tw/Figures/poster/thumb-2024-11-08-04-47-30.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\113\competition_6_jiaoan\4747_jiaoan_poster.jpg,False,https://eliteracy.edu.tw/Exhibition.aspx?id=4747
4747_jiaoan,6,113,113年教案作品,佳作,AI時代的資訊戰場,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2024-11-08-04-47-30.png,https://eliteracy.edu.tw/Figures/poster/thumb-2024-11-08-04-47-30.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\113\competition_6_jiaoan\4747_jiaoan_poster.jpg,False,https://eliteracy.edu.tw/Exhibition.aspx?id=4747
4747_jiaoan,6,113,113年教案作品,佳作,小心數位足跡留痕難抹去,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2024-11-08-04-47-30.png,https://eliteracy.edu.tw/Figures/poster/thumb-2024-11-08-04-47-30.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\113\competition_6_jiaoan\4747_jiaoan_poster.jpg,False,https://eliteracy.edu.tw/Exhibition.aspx?id=4747
4747_jiaoan,6,113,113年教案作品,佳作,有圖有真相 網上正邪大對決,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2024-11-08-04-47-30.png,https://eliteracy.edu.tw/Figures/poster/thumb-2024-11-08-04-47-30.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\113\competition_6_jiaoan\4747_jiaoan_poster.jpg,False,https://eliteracy.edu.tw/Exhibition.aspx?id=4747
4747_jiaoan,6,113,113年教案作品,佳作,不良”迷”念清除師~MEME之”因”,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2024-11-08-04-47-30.png,https://eliteracy.edu.tw/Figures/poster/thumb-2024-11-08-04-47-30.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\113\competition_6_jiaoan\4747_jiaoan_poster.jpg,False,https://eliteracy.edu.tw/Exhibition.aspx?id=4747
4747_jiaoan,6,113,113年教案作品,佳作,「網路傳說」Follow Me,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2024-11-08-04-47-30.png,https://eliteracy.edu.tw/Figures/poster/thumb-2024-11-08-04-47-30.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\113\competition_6_jiaoan\4747_jiaoan_poster.jpg,False,https://eliteracy.edu.tw/Exhibition.aspx?id=4747
4698_jiaoan,7,112,112年教案作品,優選,給愛滋一個擁抱,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2024-03-04-03-23-46.png,https://eliteracy.edu.tw/Figures/poster/thumb-2024-03-04-03-23-46.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\112\competition_7_jiaoan\4698_jiaoan_poster.jpg,True,https://eliteracy.edu.tw/Exhibition.aspx?id=4698
4698_jiaoan,7,112,112年教案作品,佳作,眼見不為憑- AI時代的真假辨識,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2024-03-04-03-23-46.png,https://eliteracy.edu.tw/Figures/poster/thumb-2024-03-04-03-23-46.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\112\competition_7_jiaoan\4698_jiaoan_poster.jpg,True,https://eliteracy.edu.tw/Exhibition.aspx?id=4698
4698_jiaoan,7,112,112年教案作品,佳作,網前網後 走出網路騙局的迷宮,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2024-03-04-03-23-46.png,https://eliteracy.edu.tw/Figures/poster/thumb-2024-03-04-03-23-46.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\112\competition_7_jiaoan\4698_jiaoan_poster.jpg,True,https://eliteracy.edu.tw/Exhibition.aspx?id=4698
4698_jiaoan,7,112,112年教案作品,佳作,"好好問 AI,網路世界不悲哀",國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2024-03-04-03-23-46.png,https://eliteracy.edu.tw/Figures/poster/thumb-2024-03-04-03-23-46.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\112\competition_7_jiaoan\4698_jiaoan_poster.jpg,True,https://eliteracy.edu.tw/Exhibition.aspx?id=4698
4698_jiaoan,7,112,112年教案作品,佳作,音樂行不行,國小,國小,https://eliteracy.edu.tw/Figures/poster/illus-2024-03-04-03-23-46.png,https://eliteracy.edu.tw/Figures/poster/thumb-2024-03-04-03-23-46.png,C:\Users\HSPS\Desktop\Claude Code\eliteracy\downloads\112\competition_7_jiaoan\4698_jiaoan_poster.jpg,True,https://eliteracy.edu.tw/Exhibition.aspx?id=4698
